Date,ES,6E,6M,ZN,ZC,GC,SR3
2020-01-16,202003,202003,202003,202003,202012,202002,202109
2020-01-17,202003,202003,202003,202003,202012,202002,202109
2020-01-21,202003,202003,202003,202003,202012,202002,202109
2020-01-22,202003,202003,202003,202003,202012,202002,202109
2020-01-23,202003,202003,202003,202003,202012,202002,202109
2020-01-24,202003,202003,202003,202003,202012,202002,202109
2020-01-27,202003,202003,202003,202003,202012,202002,202109
2020-01-28,202003,202003,202003,202003,202012,202002,202109
2020-01-29,202003,202003,202003,202003,202012,202002,202109
2020-01-30,202003,202003,202003,202003,202012,202004,202109
2020-01-31,202003,202003,202003,202003,202012,202004,202109
2020-02-03,202003,202003,202003,202003,202012,202004,202109
2020-02-04,202003,202003,202003,202003,202012,202004,202109
2020-02-05,202003,202003,202003,202003,202012,202004,202109
2020-02-06,202003,202003,202003,202003,202012,202004,202109
2020-02-07,202003,202003,202003,202003,202012,202004,202109
2020-02-10,202003,202003,202003,202003,202012,202004,202109
2020-02-11,202003,202003,202003,202003,202012,202004,202109
2020-02-12,202003,202003,202003,202003,202012,202004,202109
2020-02-13,202003,202003,202003,202003,202012,202004,202109
2020-02-14,202003,202003,202003,202003,202012,202004,202109
2020-02-18,202003,202003,202003,202003,202012,202004,202109
2020-02-19,202003,202003,202003,202003,202012,202004,202109
2020-02-20,202003,202003,202003,202003,202012,202004,202109
2020-02-21,202003,202003,202003,202003,202012,202004,202109
2020-02-24,202003,202003,202003,202003,202012,202004,202109
2020-02-25,202003,202003,202003,202003,202012,202004,202109
2020-02-26,202003,202003,202003,202003,202012,202004,202109
2020-02-27,202003,202003,202003,202006,202012,202004,202109
2020-02-28,202003,202003,202003,202006,202012,202004,202109
2020-03-02,202003,202003,202003,202006,202012,202004,202109
2020-03-03,202003,202003,202003,202006,202012,202004,202109
2020-03-04,202003,202003,202003,202006,202012,202004,202109
2020-03-05,202003,202003,202003,202006,202012,202004,202109
2020-03-06,202003,202003,202003,202006,202012,202004,202109
2020-03-09,202003,202003,202003,202006,202012,202004,202109
2020-03-10,202003,202003,202003,202006,202012,202004,202109
2020-03-11,202003,202003,202003,202006,202012,202004,202109
2020-03-12,202003,202003,202003,202006,202012,202004,202109
2020-03-13,202003,202006,202006,202006,202012,202004,202109
2020-03-16,202006,202006,202006,202006,202012,202004,202109
2020-03-17,202006,202006,202006,202006,202012,202004,202109
2020-03-18,202006,202006,202006,202006,202012,202004,202109
2020-03-19,202006,202006,202006,202006,202012,202004,202109
2020-03-20,202006,202006,202006,202006,202012,202004,202109
2020-03-23,202006,202006,202006,202006,202012,202004,202109
2020-03-24,202006,202006,202006,202006,202012,202004,202109
2020-03-25,202006,202006,202006,202006,202012,202004,202109
2020-03-26,202006,202006,202006,202006,202012,202004,202109
2020-03-27,202006,202006,202006,202006,202012,202006,202109
2020-03-30,202006,202006,202006,202006,202012,202006,202109
2020-03-31,202006,202006,202006,202006,202012,202006,202109
2020-04-01,202006,202006,202006,202006,202012,202006,202109
2020-04-02,202006,202006,202006,202006,202012,202006,202109
2020-04-03,202006,202006,202006,202006,202012,202006,202109
2020-04-06,202006,202006,202006,202006,202012,202006,202109
2020-04-07,202006,202006,202006,202006,202012,202006,202109
2020-04-08,202006,202006,202006,202006,202012,202006,202109
2020-04-09,202006,202006,202006,202006,202012,202006,202109
2020-04-13,202006,202006,202006,202006,202012,202006,202109
2020-04-14,202006,202006,202006,202006,202012,202006,202109
2020-04-15,202006,202006,202006,202006,202012,202006,202109
2020-04-16,202006,202006,202006,202006,202012,202006,202109
2020-04-17,202006,202006,202006,202006,202012,202006,202109
2020-04-20,202006,202006,202006,202006,202012,202006,202109
2020-04-21,202006,202006,202006,202006,202012,202006,202109
2020-04-22,202006,202006,202006,202006,202012,202006,202109
